feature,importance
cat__Worker_id_WKR-154,-0.0
cat__Worker_id_WKR-153,0.0
cat__Worker_id_WKR-152,-0.0
cat__Worker_id_WKR-151,0.0
cat__Worker_id_WKR-150,-0.0
cat__Worker_id_WKR-148,0.0
cat__Worker_id_WKR-138,-0.0
cat__Worker_id_WKR-146,-0.0
cat__Worker_id_WKR-145,-0.0
cat__Worker_id_WKR-144,-0.0
cat__Worker_id_WKR-143,0.0
cat__Worker_id_WKR-142,0.0
cat__Worker_id_WKR-141,0.0
cat__Worker_id_WKR-140,-0.0
cat__Worker_id_WKR-139,-0.0
cat__Worker_id_WKR-147,0.0
cat__Worker_id_WKR-097,-0.0
cat__Worker_id_WKR-096,0.0
cat__Worker_id_WKR-095,-0.0
cat__Worker_id_WKR-093,0.0
cat__Worker_id_WKR-092,-0.0
cat__Worker_id_WKR-090,0.0
cat__Worker_id_WKR-089,0.0
cat__Worker_id_WKR-088,0.0
cat__Worker_id_WKR-118,0.0
cat__Worker_id_WKR-084,0.0
cat__Worker_id_WKR-082,-0.0
cat__Worker_id_WKR-081,-0.0
cat__Worker_id_WKR-075,-0.0
cat__Worker_id_WKR-072,0.0
cat__Worker_id_WKR-068,-0.0
cat__Worker_id_WKR-067,-0.0
cat__Worker_id_WKR-066,0.0
cat__Worker_id_WKR-086,0.0
cat__Worker_id_WKR-117,0.0
cat__Worker_id_WKR-116,-0.0
cat__Worker_id_WKR-115,-0.0
cat__Worker_id_WKR-114,0.0
cat__Worker_id_WKR-113,0.0
cat__Worker_id_WKR-112,0.0
cat__Worker_id_WKR-111,0.0
cat__Worker_id_WKR-110,-0.0
cat__Worker_id_WKR-098,-0.0
cat__Worker_id_WKR-108,0.0
cat__Worker_id_WKR-107,0.0
cat__Worker_id_WKR-106,-0.0
cat__Worker_id_WKR-104,0.0
cat__Worker_id_WKR-103,0.0
cat__Worker_id_WKR-101,0.0
cat__Worker_id_WKR-100,-0.0
cat__Worker_id_WKR-099,-0.0
cat__Worker_id_WKR-109,0.0
cat__shift_start_03:25,-0.0
cat__shift_start_03:20,-0.0
cat__shift_start_03:11,0.0
cat__shift_start_03:09,-0.0
cat__shift_start_02:59,0.0
cat__shift_start_02:56,0.0
cat__shift_start_02:52,0.0
cat__Worker_id_WKR-326,-0.0
cat__shift_start_02:39,0.0
cat__shift_start_02:38,-0.0
cat__shift_start_02:32,-0.0
cat__shift_start_02:29,0.0
cat__shift_start_02:27,-0.0
cat__shift_start_02:23,0.0
cat__shift_start_02:21,-0.0
cat__shift_start_02:20,-0.0
cat__shift_start_02:41,-0.0
cat__shift_start_04:35,-0.0
cat__shift_start_04:34,0.0
cat__shift_start_04:27,-0.0
cat__shift_start_04:26,-0.0
cat__shift_start_04:15,-0.0
cat__shift_start_04:04,-0.0
cat__shift_start_04:02,-0.0
cat__shift_start_03:58,-0.0
cat__shift_start_03:26,-0.0
cat__shift_start_03:54,-0.0
cat__shift_start_03:51,-0.0
cat__shift_start_03:48,0.0
cat__shift_start_03:47,0.0
cat__shift_start_03:43,-0.0
cat__shift_start_03:33,-0.0
cat__shift_start_03:32,-0.0
cat__shift_start_03:29,0.0
cat__shift_start_03:55,0.0
cat__shift_start_00:28,-0.0
cat__shift_start_00:27,0.0
cat__shift_start_00:24,0.0
cat__shift_start_00:21,0.0
cat__shift_start_00:13,-0.0
cat__shift_start_00:09,0.0
cat__shift_start_00:08,-0.0
cat__shift_start_00:06,0.0
cat__shift_start_02:18,-0.0
cat__shift_start_00:00,-0.0
cat__Day_of_week_Wednesday,-0.0
cat__Day_of_week_Tuesday,-0.0
cat__Day_of_week_Thursday,-0.0
cat__Day_of_week_Sunday,-0.0
cat__Day_of_week_Saturday,0.0
cat__Day_of_week_Monday,-0.0
cat__Day_of_week_Friday,0.0
cat__shift_start_00:02,0.0
cat__shift_start_02:13,-0.0
cat__shift_start_02:09,-0.0
cat__shift_start_02:04,0.0
cat__shift_start_01:55,0.0
cat__shift_start_01:54,-0.0
cat__shift_start_01:47,-0.0
cat__shift_start_01:44,0.0
cat__shift_start_01:43,0.0
cat__shift_start_00:36,0.0
cat__shift_start_01:32,-0.0
cat__shift_start_01:26,0.0
cat__shift_start_01:18,-0.0
cat__shift_start_01:06,0.0
cat__shift_start_01:00,0.0
cat__shift_start_00:58,0.0
cat__shift_start_00:55,-0.0
cat__shift_start_00:53,0.0
cat__shift_start_01:35,0.0
cat__shift_start_08:01,0.0
cat__shift_start_08:00,-0.0
cat__shift_start_07:59,0.0
cat__shift_start_07:57,0.0
cat__shift_start_07:56,0.0
cat__shift_start_07:55,0.0
cat__shift_start_07:52,0.0
cat__shift_start_07:49,-0.0
cat__shift_start_04:36,-0.0
cat__shift_start_07:42,0.0
cat__shift_start_07:32,0.0
cat__shift_start_07:31,-0.0
cat__shift_start_07:29,0.0
cat__shift_start_07:23,-0.0
cat__shift_start_07:16,0.0
cat__shift_start_07:12,-0.0
cat__shift_start_07:09,0.0
cat__shift_start_07:46,0.0
cat__shift_start_09:29,0.0
cat__shift_start_09:22,-0.0
cat__shift_start_09:15,-0.0
cat__shift_start_09:14,0.0
cat__shift_start_09:13,0.0
cat__shift_start_08:58,-0.0
cat__shift_start_08:57,-0.0
cat__shift_start_08:55,-0.0
cat__shift_start_08:03,-0.0
cat__shift_start_08:50,-0.0
cat__shift_start_08:45,0.0
cat__shift_start_08:42,0.0
cat__shift_start_08:41,0.0
cat__shift_start_08:28,-0.0
cat__shift_start_08:25,-0.0
cat__shift_start_08:21,-0.0
cat__shift_start_08:07,-0.0
cat__shift_start_08:54,-0.0
cat__shift_start_05:29,-0.0
cat__shift_start_05:24,-0.0
cat__shift_start_05:18,-0.0
cat__shift_start_05:16,0.0
cat__shift_start_05:12,0.0
cat__shift_start_05:11,0.0
cat__shift_start_05:10,-0.0
cat__shift_start_05:08,0.0
cat__shift_start_07:01,-0.0
cat__shift_start_05:02,-0.0
cat__shift_start_05:00,0.0
cat__shift_start_04:53,0.0
cat__shift_start_04:50,0.0
cat__shift_start_04:49,0.0
cat__shift_start_04:46,0.0
cat__shift_start_04:39,0.0
cat__shift_start_04:38,0.0
cat__shift_start_05:07,-0.0
cat__shift_start_06:56,0.0
cat__shift_start_06:53,-0.0
cat__shift_start_06:49,-0.0
cat__shift_start_06:46,0.0
cat__shift_start_06:43,0.0
cat__shift_start_06:35,-0.0
cat__shift_start_06:32,-0.0
cat__shift_start_06:28,0.0
cat__shift_start_05:34,0.0
cat__shift_start_06:21,0.0
cat__shift_start_06:19,0.0
cat__shift_start_06:18,0.0
cat__shift_start_06:16,-0.0
cat__shift_start_06:08,-0.0
cat__shift_start_06:01,-0.0
cat__shift_start_05:52,-0.0
cat__shift_start_05:50,-0.0
cat__shift_start_06:23,-0.0
cat__Worker_id_WKR-396,-0.0
cat__Worker_id_WKR-394,-0.0
cat__Worker_id_WKR-393,0.0
cat__Worker_id_WKR-391,0.0
cat__Worker_id_WKR-390,0.0
cat__Worker_id_WKR-388,0.0
cat__Worker_id_WKR-387,0.0
cat__Worker_id_WKR-386,-0.0
cat__preferred_shift_Night,-0.0
cat__Worker_id_WKR-383,-0.0
cat__Worker_id_WKR-381,-0.0
cat__Worker_id_WKR-380,-0.0
cat__Worker_id_WKR-379,-0.0
cat__Worker_id_WKR-377,0.0
cat__Worker_id_WKR-376,-0.0
cat__Worker_id_WKR-374,-0.0
cat__Worker_id_WKR-373,-0.0
cat__Worker_id_WKR-384,-0.0
cat__Worker_id_WKR-420,-0.0
cat__Worker_id_WKR-419,0.0
cat__Worker_id_WKR-418,0.0
cat__Worker_id_WKR-417,-0.0
cat__Worker_id_WKR-414,0.0
cat__Worker_id_WKR-413,-0.0
cat__Worker_id_WKR-412,-0.0
cat__Worker_id_WKR-408,-0.0
cat__Worker_id_WKR-397,0.0
cat__Worker_id_WKR-405,-0.0
cat__Worker_id_WKR-404,-0.0
cat__Worker_id_WKR-403,0.0
cat__Worker_id_WKR-402,0.0
cat__Worker_id_WKR-401,-0.0
cat__Worker_id_WKR-400,-0.0
cat__Worker_id_WKR-399,0.0
cat__Worker_id_WKR-398,0.0
cat__Worker_id_WKR-406,-0.0
cat__Worker_id_WKR-347,0.0
cat__Worker_id_WKR-346,0.0
cat__Worker_id_WKR-345,-0.0
cat__Worker_id_WKR-344,0.0
cat__Worker_id_WKR-343,-0.0
cat__Worker_id_WKR-341,0.0
cat__Worker_id_WKR-340,-0.0
cat__Worker_id_WKR-339,-0.0
cat__Worker_id_WKR-371,0.0
cat__Worker_id_WKR-336,0.0
cat__Worker_id_WKR-333,0.0
cat__Worker_id_WKR-332,-0.0
cat__Worker_id_WKR-331,0.0
cat__Worker_id_WKR-330,-0.0
cat__Worker_id_WKR-329,-0.0
cat__Worker_id_WKR-328,-0.0
cat__Worker_id_WKR-327,-0.0
cat__Worker_id_WKR-338,0.0
cat__Worker_id_WKR-370,0.0
cat__Worker_id_WKR-369,-0.0
cat__Worker_id_WKR-368,-0.0
cat__Worker_id_WKR-367,-0.0
cat__Worker_id_WKR-366,-0.0
cat__Worker_id_WKR-365,0.0
cat__Worker_id_WKR-364,-0.0
cat__Worker_id_WKR-361,0.0
cat__Worker_id_WKR-349,0.0
cat__Worker_id_WKR-359,-0.0
cat__Worker_id_WKR-358,0.0
cat__Worker_id_WKR-356,0.0
cat__Worker_id_WKR-355,0.0
cat__Worker_id_WKR-354,0.0
cat__Worker_id_WKR-352,-0.0
cat__Worker_id_WKR-351,0.0
cat__Worker_id_WKR-350,0.0
cat__Worker_id_WKR-360,0.0
cat__Worker_id_WKR-487,0.0
cat__Worker_id_WKR-485,0.0
cat__Worker_id_WKR-483,-0.0
cat__Worker_id_WKR-482,0.0
cat__Worker_id_WKR-481,-0.0
cat__Worker_id_WKR-480,0.0
cat__Worker_id_WKR-479,0.0
cat__Worker_id_WKR-477,-0.0
cat__Worker_id_WKR-421,-0.0
cat__Worker_id_WKR-474,-0.0
cat__Worker_id_WKR-472,-0.0
cat__Worker_id_WKR-471,-0.0
cat__Worker_id_WKR-470,-0.0
cat__Worker_id_WKR-469,-0.0
cat__Worker_id_WKR-468,0.0
cat__Worker_id_WKR-467,0.0
cat__Worker_id_WKR-465,0.0
cat__Worker_id_WKR-475,-0.0
cat__preferred_shift_Morning,0.0
cat__preferred_shift_Evening,-0.0
cat__preferred_shift_Afternoon,0.0
cat__city_New York,-0.0
cat__city_Los Angeles,0.0
cat__city_Houston,0.0
cat__city_Chicago,-0.0
cat__experience_level_Veteran,0.0
cat__Worker_id_WKR-488,-0.0
cat__experience_level_Intermediate,-0.0
cat__Worker_id_WKR-500,0.0
cat__Worker_id_WKR-499,-0.0
cat__Worker_id_WKR-497,-0.0
cat__Worker_id_WKR-494,-0.0
cat__Worker_id_WKR-493,-0.0
cat__Worker_id_WKR-490,0.0
cat__Worker_id_WKR-489,-0.0
cat__experience_level_New,0.0
cat__Worker_id_WKR-440,-0.0
cat__Worker_id_WKR-438,0.0
cat__Worker_id_WKR-437,0.0
cat__Worker_id_WKR-436,-0.0
cat__Worker_id_WKR-435,0.0
cat__Worker_id_WKR-434,0.0
cat__Worker_id_WKR-433,0.0
cat__Worker_id_WKR-431,0.0
cat__Worker_id_WKR-464,0.0
cat__Worker_id_WKR-429,-0.0
cat__Worker_id_WKR-428,-0.0
cat__Worker_id_WKR-427,-0.0
cat__Worker_id_WKR-426,0.0
cat__Worker_id_WKR-425,0.0
cat__Worker_id_WKR-424,-0.0
cat__Worker_id_WKR-423,-0.0
cat__Worker_id_WKR-422,0.0
cat__Worker_id_WKR-430,0.0
cat__Worker_id_WKR-463,0.0
cat__Worker_id_WKR-461,0.0
cat__Worker_id_WKR-460,0.0
cat__Worker_id_WKR-459,0.0
cat__Worker_id_WKR-458,-0.0
cat__Worker_id_WKR-457,0.0
cat__Worker_id_WKR-455,-0.0
cat__Worker_id_WKR-454,-0.0
cat__Worker_id_WKR-442,-0.0
cat__Worker_id_WKR-450,0.0
cat__Worker_id_WKR-449,0.0
cat__Worker_id_WKR-448,0.0
cat__Worker_id_WKR-447,-0.0
cat__Worker_id_WKR-446,-0.0
cat__Worker_id_WKR-445,0.0
cat__Worker_id_WKR-444,-0.0
cat__Worker_id_WKR-443,0.0
cat__Worker_id_WKR-453,0.0
